Hour,Declared_SELL,Declared_BUY,Changing_SELL,Changing_BUY,Deficit_Surplus
2022-09-28 14:00:00,2905.1,1734.2,40.33,-3.75,1170.90
2022-09-28 15:00:00,2688,1791.3,19.99,-5.74,896.70
2022-09-28 16:00:00,2311.3,1812.9,9.58,-8.62,498.40
2022-09-28 17:00:00,2283.2,1753.2,-6.56,-6.44,530.00
2022-09-28 18:00:00,2234.5,2018.6,-15.45,0.26,215.90
2022-09-28 19:00:00,2363.1,2899.8,-14.04,6.25,-536.70
2022-09-28 20:00:00,2357.2,2943.1,-14.03,6.12,-585.90
2022-09-28 21:00:00,2289.2,2358.8,-14.72,5.42,-69.60
2022-09-28 22:00:00,2008.7,1844.4,-22.98,0.70,164.30
2022-09-28 23:00:00,1290.3,2231.5,-33.29,5.11,-941.20
2022-09-29 00:00:00,1776.1,1288.9,32.33,-4.17,487.20
2022-09-29 01:00:00,1896.9,884.3,41.82,-4.98,1012.60
2022-09-29 02:00:00,1815.4,643.2,52.16,-0.83,1172.20
2022-09-29 03:00:00,1822.7,651.6,52.27,-6.20,1171.10
2022-09-29 04:00:00,1830.9,682.5,53.30,-3.86,1148.40
2022-09-29 05:00:00,1788.9,769.6,58.17,-2.99,1019.30
2022-09-29 06:00:00,1945.4,1729.9,43.01,-2.19,215.50
2022-09-29 07:00:00,1531.2,1670.1,-6.96,-8.78,-138.90
2022-09-29 08:00:00,2022,2263.3,19.16,-6.23,-241.30
2022-09-29 09:00:00,2295.1,2343.9,29.92,-5.16,-48.80
2022-09-29 10:00:00,2844.8,2294.8,26.04,-6.09,550.00
2022-09-29 11:00:00,3012,1834,23.43,-4.72,1178.00
2022-09-29 12:00:00,3346,1650.2,14.86,-8.38,1695.80
2022-09-29 13:00:00,3104.4,1601.5,3.06,-9.51,1502.90
2022-09-29 14:00:00,2751.1,1585.1,-5.30,-8.60,1166.00
2022-09-29 15:00:00,2364.8,1663.5,-12.02,-7.13,701.30
2022-09-29 16:00:00,1849.4,1608.8,-19.98,-11.26,240.60
2022-09-29 17:00:00,1812.6,1552.9,-20.61,-11.42,259.70
2022-09-29 18:00:00,2157.2,1906.9,-3.46,-5.53,250.30
2022-09-29 19:00:00,2450,2772.6,3.68,-4.39,-322.60
2022-09-29 20:00:00,2460.3,2739.2,4.37,-6.93,-278.90
2022-09-29 21:00:00,2394.1,2221.7,4.58,-5.81,172.40
2022-09-29 22:00:00,2313.8,1602.7,15.19,-13.10,711.10
2022-09-29 23:00:00,2136.5,2178,65.58,-2.40,-41.50
2022-09-30 00:00:00,1782.8,1243.5,0.38,-3.52,539.30
2022-09-30 01:00:00,1719.9,799.1,-9.33,-9.63,920.80
2022-09-30 02:00:00,1594.4,549.3,-12.17,-14.60,1045.10
2022-09-30 03:00:00,1563.1,581.3,-14.24,-10.79,981.80
2022-09-30 04:00:00,1549.6,594.6,-15.36,-12.88,955.00
2022-09-30 05:00:00,1489.2,768.8,-16.75,-0.10,720.40
2022-09-30 06:00:00,1596.8,1625.9,-17.92,-6.01,-29.10
2022-09-30 07:00:00,1779,1586.2,16.18,-5.02,192.80
2022-09-30 08:00:00,2063.4,2213,2.05,-2.22,-149.60
2022-09-30 09:00:00,2330.1,2239.8,1.52,-4.44,90.30
2022-09-30 10:00:00,2841.7,2125.8,-0.11,-7.36,715.90
2022-09-30 11:00:00,2992.1,1728.5,-0.66,-5.75,1263.60
2022-09-30 12:00:00,3338.9,1587.5,-0.21,-3.80,1751.40
2022-09-30 13:00:00,3317.6,1523.5,6.87,-4.87,1794.10
2022-09-30 14:00:00,3001.6,1439.5,9.11,-9.19,1562.10
2022-09-30 15:00:00,2652.8,1480.2,12.18,-11.02,1172.60
2022-09-30 16:00:00,2246.1,1476.4,21.45,-8.23,769.70
2022-09-30 17:00:00,2332.8,1548.6,28.70,-0.28,784.20
2022-09-30 18:00:00,2749.7,1903.5,27.47,-0.18,846.20
2022-09-30 19:00:00,2849.2,2490.8,16.29,-10.16,358.40
2022-09-30 20:00:00,2806,2440.7,14.05,-10.90,365.30
2022-09-30 21:00:00,2781.4,1990.7,16.18,-10.40,790.70
2022-09-30 22:00:00,2665.4,1511.4,15.20,-5.70,1154.00
2022-09-30 23:00:00,2156.2,2033.8,0.92,-6.62,122.40
2022-10-01 00:00:00,1641.3,1575.4,-7.94,26.69,65.90
2022-10-01 01:00:00,1775.8,1329.6,3.25,66.39,446.20
2022-10-01 02:00:00,1591.7,1059,-0.17,92.79,532.70
2022-10-01 03:00:00,1545.6,880.3,-1.12,51.44,665.30
2022-10-01 04:00:00,1569.7,874,1.30,46.99,695.70
2022-10-01 05:00:00,1532.3,1062.7,2.89,38.23,469.60
2022-10-01 06:00:00,1427.6,1329.6,-10.60,-18.22,98.00
2022-10-01 07:00:00,2052.1,1356,15.35,-14.51,696.10
2022-10-01 08:00:00,2390.2,1994.8,15.84,-9.86,395.40
2022-10-01 09:00:00,2918.5,2245.3,25.25,0.25,673.20
2022-10-01 10:00:00,3611.6,2446.6,27.09,15.09,1165.00
2022-10-01 11:00:00,4048,2305.7,35.29,33.39,1742.30
2022-10-01 12:00:00,4195.6,2067.5,25.66,30.24,2128.10
2022-10-01 13:00:00,4070.4,1911.3,22.69,25.45,2159.10
2022-10-01 14:00:00,3773.2,1820.5,25.71,26.47,1952.70
2022-10-01 15:00:00,3236.5,1939.6,22.00,31.04,1296.90
2022-10-01 16:00:00,2791.6,2171.8,24.29,47.10,619.80
2022-10-01 17:00:00,2860.6,2697.6,22.63,74.20,163.00
2022-10-01 18:00:00,2836.7,2481.5,3.16,30.37,355.20
2022-10-01 19:00:00,2950.2,2755.2,3.54,10.62,195.00
2022-10-01 20:00:00,3009,2802,7.23,14.80,207.00
2022-10-01 21:00:00,2984.6,2249.3,7.31,12.99,735.30
2022-10-01 22:00:00,2922.8,2153,9.66,42.45,769.80
2022-10-01 23:00:00,1760.8,2196.7,-18.34,8.01,-435.90
2022-10-02 00:00:00,1707.7,1527.6,4.05,-3.03,180.10
2022-10-02 01:00:00,1927.8,1287.7,8.56,-3.15,640.10
2022-10-02 02:00:00,1765,1003.8,10.89,-5.21,761.20
2022-10-02 03:00:00,1712.6,824.7,10.80,-6.32,887.90
2022-10-02 04:00:00,1740.8,815.5,10.90,-6.69,925.30
2022-10-02 05:00:00,1740.9,972.1,13.61,-8.53,768.80
2022-10-02 06:00:00,1690.6,1202.8,18.42,-9.54,487.80
2022-10-02 07:00:00,2260.7,1269,10.17,-6.42,991.70
2022-10-02 08:00:00,2119.8,1672,-11.31,-16.18,447.80
2022-10-02 09:00:00,2052.5,1822.7,-29.67,-18.82,229.80
2022-10-02 10:00:00,2346.1,1995.2,-35.04,-18.45,350.90
2022-10-02 11:00:00,2613.3,2027.2,-35.44,-12.08,586.10
2022-10-02 12:00:00,2681.6,1726.3,-36.09,-16.50,955.30
2022-10-02 13:00:00,2787.9,1488.7,-31.51,-22.11,1299.20
2022-10-02 14:00:00,2884.6,1411,-23.55,-22.49,1473.60
2022-10-02 15:00:00,2744.7,1449.7,-15.20,-25.26,1295.00
2022-10-02 16:00:00,2694.6,1869.7,-3.47,-13.91,824.90
2022-10-02 17:00:00,2965.7,2202.5,3.67,-18.35,763.20
2022-10-02 18:00:00,2968.1,2206.8,4.63,-11.07,761.30
2022-10-02 19:00:00,3162.3,2696.2,7.19,-2.14,466.10
2022-10-02 20:00:00,3148,2705.5,4.62,-3.44,442.50
2022-10-02 21:00:00,3084,2235.7,3.33,-0.60,848.30
2022-10-02 22:00:00,3001.1,2160.5,2.68,0.35,840.60
2022-10-02 23:00:00,1833.7,2039.8,4.14,-7.14,-206.10
2022-10-03 00:00:00,1938.5,1524.7,13.52,-0.19,413.80
2022-10-03 01:00:00,2108.3,1314,9.36,2.04,794.30
2022-10-03 02:00:00,1893.4,1049,7.27,4.50,844.40
2022-10-03 03:00:00,1841.8,858.7,7.54,4.12,983.10
2022-10-03 04:00:00,1810.1,893.1,3.98,9.52,917.00
2022-10-03 05:00:00,1735.8,1137.1,-0.29,16.97,598.70
2022-10-03 06:00:00,1773.3,1930.2,4.89,60.48,-156.90
2022-10-03 07:00:00,2276.2,2090.4,0.69,64.73,185.80
2022-10-03 08:00:00,2590.7,2664.4,22.21,59.35,-73.70
2022-10-03 09:00:00,2833.5,2691.2,38.05,47.65,142.30
2022-10-03 10:00:00,3102.5,2472.3,32.24,23.91,630.20
2022-10-03 11:00:00,3460.3,2351.2,32.41,15.98,1109.10
2022-10-03 12:00:00,2956.4,1718.4,10.25,-0.46,1238.00
2022-10-03 13:00:00,3518.9,1928.8,26.22,29.56,1590.10
2022-10-03 14:00:00,3297.8,1894.4,14.32,34.26,1403.40
2022-10-03 15:00:00,2894.7,1874.6,5.47,29.31,1020.10
2022-10-03 16:00:00,2504.9,1971.5,-7.04,5.44,533.40
2022-10-03 17:00:00,2856.9,2502.7,-3.67,13.63,354.20
2022-10-03 18:00:00,3062.5,2652,3.18,20.17,410.50
2022-10-03 19:00:00,3190.7,2992.6,0.90,10.99,198.10
2022-10-03 20:00:00,3205.5,2940.3,1.83,8.68,265.20
2022-10-03 21:00:00,3113.2,2350,0.95,5.11,763.20
2022-10-03 22:00:00,3002.8,2142,0.06,-0.86,860.80
2022-10-03 23:00:00,2246.1,2503.5,22.49,22.73,-257.40
2022-10-04 00:00:00,2059.2,1665.7,6.23,9.25,393.50
2022-10-04 01:00:00,2229.5,1293.6,5.75,-1.55,935.90
2022-10-04 02:00:00,2045.8,1027.6,8.05,-2.04,1018.20
2022-10-04 03:00:00,1994.1,834.8,8.27,-2.78,1159.30
2022-10-04 04:00:00,2040.5,856.5,12.73,-4.10,1184.00
2022-10-04 05:00:00,1983.2,1062.3,14.25,-6.58,920.90
2022-10-04 06:00:00,2017.2,2000.1,13.75,3.62,17.10
2022-10-04 07:00:00,2343.8,2209.4,2.97,5.69,134.40
2022-10-04 08:00:00,2502.9,2625.2,-3.39,-1.47,-122.30
2022-10-04 09:00:00,2708.3,2625.7,-4.42,-2.43,82.60
2022-10-04 10:00:00,3126.5,2400.3,0.77,-2.91,726.20
2022-10-04 11:00:00,3453.3,2304.8,-0.20,-1.97,1148.50
2022-10-04 12:00:00,2958.2,1685.2,0.06,-1.93,1273.00
2022-10-04 13:00:00,3421.2,1927.7,-2.78,-0.06,1493.50
2022-10-04 14:00:00,3266.4,1920.2,-0.95,1.36,1346.20
2022-10-04 15:00:00,2802.8,1911.9,-3.17,1.99,890.90
2022-10-04 16:00:00,2449.7,2074.6,-2.20,5.23,375.10
2022-10-04 17:00:00,2856.7,2553.8,-0.01,2.04,302.90
2022-10-04 18:00:00,3079.2,2696.6,0.55,1.68,382.60
2022-10-04 19:00:00,3207,2980.5,0.51,-0.40,226.50
2022-10-04 20:00:00,3202.5,3044.3,-0.09,3.54,158.20
2022-10-04 21:00:00,3122.6,2440.7,0.30,3.86,681.90
2022-10-04 22:00:00,3042.6,2237.1,1.33,4.44,805.50
2022-10-04 23:00:00,2195.1,2541.9,-2.27,1.53,-346.80
2022-10-05 00:00:00,1496.5,1708.1,-27.33,2.55,-211.60
2022-10-05 01:00:00,1599.2,1097.3,-28.27,-15.17,501.90
2022-10-05 02:00:00,1390,845.7,-32.06,-17.70,544.30
2022-10-05 03:00:00,1350.5,761.4,-32.28,-8.79,589.10
2022-10-05 04:00:00,1486.7,787.1,-27.14,-8.10,699.60
2022-10-05 05:00:00,1616.4,1015.6,-18.50,-4.40,600.80
2022-10-05 06:00:00,1993.1,2049.2,-1.19,2.45,-56.10
2022-10-05 07:00:00,2509.9,2232.8,7.09,1.06,277.10
2022-10-05 08:00:00,2750,2680.9,9.87,2.12,69.10
2022-10-05 09:00:00,3033.6,2666.1,12.01,1.54,367.50
2022-10-05 10:00:00,3498.7,2298.8,11.90,-4.23,1199.90
2022-10-05 11:00:00,3988.4,2213.2,15.50,-3.97,1775.20
2022-10-05 12:00:00,3409.4,1496.7,15.25,-11.19,1912.70
2022-10-05 13:00:00,3767.9,1728.2,10.13,-10.35,2039.70
2022-10-05 14:00:00,3458.7,1715.6,5.89,-10.66,1743.10
2022-10-05 15:00:00,3030.5,1736.9,8.12,-9.15,1293.60
2022-10-05 16:00:00,2641.4,1997.3,7.83,-3.73,644.10
2022-10-05 17:00:00,2742.8,2466,-3.99,-3.44,276.80
2022-10-05 18:00:00,2798.2,2635.2,-9.13,-2.28,163.00
2022-10-05 19:00:00,2922,3052.7,-8.89,2.42,-130.70
2022-10-05 20:00:00,2913.3,3015.5,-9.03,-0.95,-102.20
2022-10-05 21:00:00,2837.3,2566,-9.14,5.13,271.30
2022-10-05 22:00:00,2744,2210.4,-9.81,-1.19,533.60
2022-10-05 23:00:00,2030.6,2544.7,-7.49,0.11,-514.10
2022-10-06 00:00:00,1625.8,1757.4,8.64,2.89,-131.60
2022-10-06 01:00:00,1617.5,1294.9,1.14,18.01,322.60
2022-10-06 02:00:00,1421.1,1057.8,2.24,25.08,363.30
2022-10-06 03:00:00,1370.8,876.9,1.50,15.17,493.90
2022-10-06 04:00:00,1387.9,895.4,-6.65,13.76,492.50
2022-10-06 05:00:00,1369.7,1213.5,-15.26,19.49,156.20
2022-10-06 06:00:00,1550.6,2180.1,-22.20,6.39,-629.50
2022-10-06 07:00:00,2056.7,2351.1,-18.06,5.30,-294.40
2022-10-06 08:00:00,2150.4,2736.4,-21.80,2.07,-586.00
2022-10-06 09:00:00,2398.3,2651,-20.94,-0.57,-252.70
2022-10-06 10:00:00,2894.5,2389.2,-17.27,3.93,505.30
2022-10-06 11:00:00,3444.1,2304.7,-13.65,4.13,1139.40
2022-10-06 12:00:00,2996.2,1598.7,-12.12,6.81,1397.50
2022-10-06 13:00:00,3690.3,1822.1,-2.06,5.43,1868.20
2022-10-06 14:00:00,3454.2,1762.6,-0.13,2.74,1691.60
2022-10-06 15:00:00,3145,1861.1,3.78,7.15,1283.90
2022-10-06 16:00:00,2599.1,2059.6,-1.60,3.12,539.50
2022-10-06 17:00:00,2507.5,2625.4,-8.58,6.46,-117.90
2022-10-06 18:00:00,2530.6,3009.2,-9.56,14.19,-478.60
2022-10-06 19:00:00,2592.9,3449.7,-11.26,13.00,-856.80
2022-10-06 20:00:00,2597.9,3319.8,-10.83,10.09,-721.90
2022-10-06 21:00:00,2537.5,2835.6,-10.57,10.51,-298.10
2022-10-06 22:00:00,2461.1,2494.4,-10.31,12.85,-33.30
2022-10-06 23:00:00,1728.2,2620.1,-14.89,2.96,-891.90
2022-10-07 00:00:00,1682.2,1841.9,3.47,4.81,-159.70
2022-10-07 01:00:00,1766,1282.5,9.18,-0.96,483.50
2022-10-07 02:00:00,1629.8,1025.5,14.69,-3.05,604.30
2022-10-07 03:00:00,1588.9,841.3,15.91,-4.06,747.60
2022-10-07 04:00:00,1642.5,827.5,18.34,-7.58,815.00
2022-10-07 05:00:00,1728.6,1178.2,26.20,-2.91,550.40
2022-10-07 06:00:00,1946.5,2077,25.53,-4.73,-130.50
2022-10-07 07:00:00,2352,2154.1,14.36,-8.38,197.90
2022-10-07 08:00:00,2643.2,2607.4,22.92,-4.71,35.80
2022-10-07 09:00:00,3053.8,2416.9,27.33,-8.83,636.90
2022-10-07 10:00:00,3690,2262.8,27.48,-5.29,1427.20
2022-10-07 11:00:00,4131.7,2133.1,19.96,-7.45,1998.60
2022-10-07 12:00:00,3713.5,1471.8,23.94,-7.94,2241.70
2022-10-07 13:00:00,4238.4,1680.5,14.85,-7.77,2557.90
2022-10-07 14:00:00,3930.1,1639.9,13.78,-6.96,2290.20
2022-10-07 15:00:00,3625,1698.2,15.26,-8.75,1926.80
2022-10-07 16:00:00,3010.2,1631,15.82,-20.81,1379.20
2022-10-07 17:00:00,2857.8,2121.7,13.97,-19.19,736.10
2022-10-07 18:00:00,2738.1,2357.1,8.20,-21.67,381.00
2022-10-07 19:00:00,3039.9,2973.8,17.24,-13.80,66.10
2022-10-07 20:00:00,3147.3,2887.7,21.15,-13.02,259.60
2022-10-07 21:00:00,3157.2,2428.5,24.42,-14.36,728.70
2022-10-07 22:00:00,3107,2030.1,26.24,-18.61,1076.90
2022-10-07 23:00:00,2764.5,2513.1,59.96,-4.08,251.40
2022-10-08 00:00:00,2585.7,1687.5,53.71,-8.38,898.20
2022-10-08 01:00:00,2294.4,1194.5,29.92,-6.86,1099.90
2022-10-08 02:00:00,1965.8,926.2,20.62,-9.68,1039.60
2022-10-08 03:00:00,1928.9,772.8,21.40,-8.14,1156.10
2022-10-08 04:00:00,1929.8,763.6,17.49,-7.72,1166.20
2022-10-08 05:00:00,1953.2,949.8,12.99,-19.39,1003.40
2022-10-08 06:00:00,2084.2,1685.8,7.07,-18.83,398.40
2022-10-08 07:00:00,2901.5,1580.8,23.36,-26.61,1320.70
2022-10-08 08:00:00,3394.8,2031.1,28.44,-22.10,1363.70
2022-10-08 09:00:00,3949.7,1941.9,29.34,-19.65,2007.80
2022-10-08 10:00:00,4727.7,1881,28.12,-16.87,2846.70
2022-10-08 11:00:00,5339.3,1822.3,29.23,-14.57,3517.00
2022-10-08 12:00:00,5476.2,1525.4,47.47,3.64,3950.80
2022-10-08 13:00:00,5346.7,1457.9,26.15,-13.25,3888.80
2022-10-08 14:00:00,4877.6,1354.4,24.11,-17.41,3523.20
2022-10-08 15:00:00,4203.6,1433.9,15.96,-15.56,2769.70
2022-10-08 16:00:00,3505.9,1609.4,16.47,-1.32,1896.50
2022-10-08 17:00:00,2939.8,1974.1,2.87,-6.96,965.70
2022-10-08 18:00:00,2686.5,2205.8,-1.88,-6.42,480.70
2022-10-08 19:00:00,2792.6,2972,-8.14,-0.06,-179.40
2022-10-08 20:00:00,2798.8,2837.2,-11.07,-1.75,-38.40
2022-10-08 21:00:00,2712.4,2452.3,-14.09,0.98,260.10
2022-10-08 22:00:00,2626.3,2170.7,-15.47,6.93,455.60
2022-10-08 23:00:00,2091.1,2383.5,-24.36,-5.16,-292.40
2022-10-09 00:00:00,1958.3,1560.9,-24.26,-7.50,397.40
2022-10-09 01:00:00,2040.9,1149.4,-11.05,-3.78,891.50
2022-10-09 02:00:00,1896.9,937.2,-3.50,1.19,959.70
2022-10-09 03:00:00,1792.7,692.7,-7.06,-10.36,1100.00
2022-10-09 04:00:00,1841.9,701.5,-4.55,-8.13,1140.40
2022-10-09 05:00:00,1864.5,885.7,-4.54,-6.75,978.80
2022-10-09 06:00:00,2134.1,1577.9,2.39,-6.40,556.20
2022-10-09 07:00:00,2920.5,1386.4,0.65,-12.30,1534.10
2022-10-09 08:00:00,3388.9,1842.8,-0.17,-9.27,1546.10
2022-10-09 09:00:00,3737.5,1805.7,-5.37,-7.01,1931.80
2022-10-09 10:00:00,4472.2,1955.7,-5.40,3.97,2516.50
2022-10-09 11:00:00,4859.6,1899.4,-8.98,4.23,2960.20
2022-10-09 12:00:00,4737.1,1550.5,-13.50,1.65,3186.60
2022-10-09 13:00:00,4545.7,1484.4,-14.98,1.82,3061.30
2022-10-09 14:00:00,4137.8,1385.7,-15.17,2.31,2752.10
2022-10-09 15:00:00,3612.1,1437.3,-14.07,0.24,2174.80
2022-10-09 16:00:00,3093.9,1532.1,-11.75,-4.80,1561.80
2022-10-09 17:00:00,2889.2,1789.7,-1.72,-9.34,1099.50
2022-10-09 18:00:00,2820.8,1961.1,5.00,-11.09,859.70
2022-10-09 19:00:00,3002.5,2695.2,7.52,-9.31,307.30
2022-10-09 20:00:00,3034.3,2631.5,8.41,-7.25,402.80
2022-10-09 21:00:00,2961.5,2318.1,9.18,-5.47,643.40
2022-10-09 22:00:00,2882.7,2061,9.76,-5.05,821.70
2022-10-09 23:00:00,2283,2194.2,9.18,-7.94,88.80
2022-10-10 00:00:00,2301.8,1598.5,17.54,2.41,703.30
2022-10-10 01:00:00,2364.5,1189.2,15.86,3.46,1175.30
2022-10-10 02:00:00,2196.7,985.6,15.80,5.16,1211.10
2022-10-10 03:00:00,2092.4,757.4,16.72,9.34,1335.00
2022-10-10 04:00:00,2078,774.7,12.82,10.43,1303.30
2022-10-10 05:00:00,2015.8,1060.8,8.11,19.77,955.00
2022-10-10 06:00:00,2162.3,2000.7,1.32,26.80,161.60
2022-10-10 07:00:00,2578,2268.2,-11.73,63.60,309.80
2022-10-10 08:00:00,2775.5,2835.6,-18.10,53.87,-60.10
2022-10-10 09:00:00,3144.7,2743.4,-15.86,51.93,401.30
2022-10-10 10:00:00,3756.4,2366.7,-16.01,21.02,1389.70
2022-10-10 11:00:00,4333.5,2219.3,-10.83,16.84,2114.20
2022-10-10 12:00:00,3966.3,1783.8,-16.27,15.05,2182.50
2022-10-10 13:00:00,4494.3,1750.4,-1.13,17.92,2743.90
2022-10-10 14:00:00,4224.5,1659,2.10,19.72,2565.50
2022-10-10 15:00:00,3802.3,1721,5.27,19.74,2081.30
2022-10-10 16:00:00,3230.1,1890.6,4.40,23.40,1339.50
2022-10-10 17:00:00,2927.9,2342.6,1.34,30.89,585.30
2022-10-10 18:00:00,2734.6,2627.2,-3.06,33.97,107.40
2022-10-10 19:00:00,2903,3362.4,-3.31,24.76,-459.40
2022-10-10 20:00:00,2891.8,3201.7,-4.70,21.67,-309.90
2022-10-10 21:00:00,2819.9,2773.9,-4.78,19.66,46.00
2022-10-10 22:00:00,2727.7,2340.9,-5.38,13.58,386.80
2022-10-10 23:00:00,2398.1,2563.9,5.04,16.85,-165.80
2022-10-11 00:00:00,1227.9,1112.1,-46.65,-30.43,115.80
2022-10-11 01:00:00,1260.2,729.3,-46.70,-38.67,530.90
2022-10-11 02:00:00,1087.7,534.5,-50.48,-45.77,553.20
2022-10-11 03:00:00,924.5,362.3,-55.82,-52.17,562.20
2022-10-11 04:00:00,916.6,372.6,-55.89,-51.90,544.00
2022-10-11 05:00:00,953.8,600,-52.68,-43.44,353.80
2022-10-11 06:00:00,1114.3,1344.5,-48.47,-32.80,-230.20
2022-10-11 07:00:00,2094.9,1787.8,-18.74,-21.18,307.10
2022-10-11 08:00:00,2676.9,2444.2,-3.55,-13.80,232.70
2022-10-11 09:00:00,3284,2326.9,4.43,-15.18,957.10
2022-10-11 10:00:00,3851.2,2044.2,2.52,-13.63,1807.00
2022-10-11 11:00:00,4327.4,1868.4,-0.14,-15.81,2459.00
2022-10-11 12:00:00,4597.7,1683.6,15.92,-5.62,2914.10
2022-10-11 13:00:00,4341,1361.3,-3.41,-22.23,2979.70
2022-10-11 14:00:00,3908.8,1347.6,-7.47,-18.77,2561.20
2022-10-11 15:00:00,3195.4,1301.4,-15.96,-24.38,1894.00
2022-10-11 16:00:00,2780.8,1836.9,-13.91,-2.84,943.90
2022-10-11 17:00:00,2234.8,1954.8,-23.67,-16.55,280.00
2022-10-11 18:00:00,2139.2,2031.9,-21.77,-22.66,107.30
2022-10-11 19:00:00,2177.7,2523.6,-24.98,-24.95,-345.90
2022-10-11 20:00:00,2177.5,2428.5,-24.70,-24.15,-251.00
2022-10-11 21:00:00,2109.3,2109.2,-25.20,-23.96,0.10
2022-10-11 22:00:00,2039.8,1804.9,-25.22,-22.90,234.90
2022-10-11 23:00:00,1170.3,1905.2,-51.20,-25.69,-734.90
2022-10-12 00:00:00,1212.3,1189.9,-1.27,7.00,22.40
2022-10-12 01:00:00,1217.9,845.8,-3.36,15.97,372.10
2022-10-12 02:00:00,1010.4,715.1,-7.11,33.79,295.30
2022-10-12 03:00:00,1014.8,534.1,9.77,47.42,480.70
2022-10-12 04:00:00,1015,542.2,10.74,45.52,472.80
2022-10-12 05:00:00,994.8,647.6,4.30,7.93,347.20
2022-10-12 06:00:00,1058,1380.1,-5.05,2.65,-322.10
2022-10-12 07:00:00,2062.7,2008.3,-1.54,12.33,54.40
2022-10-12 08:00:00,2548.8,2652.4,-4.79,8.52,-103.60
2022-10-12 09:00:00,2960.6,2545.5,-9.85,9.39,415.10
2022-10-12 10:00:00,3331.8,2236.8,-13.49,9.42,1095.00
2022-10-12 11:00:00,3744.3,2040.9,-13.47,9.23,1703.40
2022-10-12 12:00:00,4008.9,1848.6,-12.81,9.80,2160.30
2022-10-12 13:00:00,3809.4,1514.6,-12.25,11.26,2294.80
2022-10-12 14:00:00,3475.9,1445.2,-11.08,7.24,2030.70
2022-10-12 15:00:00,2922.5,1403.4,-8.54,7.84,1519.10
2022-10-12 16:00:00,2707.6,1943,-2.63,5.78,764.60
2022-10-12 17:00:00,2264.5,2014.3,1.33,3.04,250.20
2022-10-12 18:00:00,2179.8,2226.3,1.90,9.57,-46.50
2022-10-12 19:00:00,2221.5,2641.9,2.01,4.69,-420.40
2022-10-12 20:00:00,2220.2,2470.9,1.96,1.75,-250.70
2022-10-12 21:00:00,2154.4,2213.3,2.14,4.94,-58.90
2022-10-12 22:00:00,2072.4,2027.6,1.60,12.34,44.80
2022-10-12 23:00:00,995.3,1509.3,-14.95,-20.78,-514.00
2022-10-13 00:00:00,1284.4,1440.6,5.95,21.07,-156.20
2022-10-13 01:00:00,1337.4,973.4,9.81,15.09,364.00
2022-10-13 02:00:00,1141.9,740,13.01,3.48,401.90
2022-10-13 03:00:00,1160.3,706.7,14.34,32.32,453.60
2022-10-13 04:00:00,1154.9,734.7,13.78,35.50,420.20
2022-10-13 05:00:00,1200.5,1001.1,20.68,54.59,199.40
2022-10-13 06:00:00,1444.5,1843.8,36.53,33.60,-399.30
2022-10-13 07:00:00,2551.9,2478.2,23.72,23.40,73.70
2022-10-13 08:00:00,2909.1,3118.2,14.14,17.56,-209.10
2022-10-13 09:00:00,3168.9,2957.3,7.04,16.18,211.60
2022-10-13 10:00:00,3601.9,2504.2,8.11,11.95,1097.70
2022-10-13 11:00:00,3946.8,2238.6,5.41,9.69,1708.20
2022-10-13 12:00:00,4045.4,2110.7,0.91,14.18,1934.70
2022-10-13 13:00:00,3738.5,1903.6,-1.86,25.68,1834.90
2022-10-13 14:00:00,3375.2,1861.3,-2.90,28.79,1513.90
2022-10-13 15:00:00,2862.7,1810.8,-2.05,29.03,1051.90
2022-10-13 16:00:00,2790.9,2392.1,3.08,23.11,398.80
2022-10-13 17:00:00,2641.4,2447.5,16.64,21.51,193.90
2022-10-13 18:00:00,2566.7,2617.5,17.75,17.57,-50.80
2022-10-13 19:00:00,2626.9,2986.8,18.25,13.05,-359.90
2022-10-13 20:00:00,2650.3,2917.5,19.37,18.07,-267.20
2022-10-13 21:00:00,2582.7,2656.4,19.88,20.02,-73.70
2022-10-13 22:00:00,2475.8,2391.5,19.47,17.95,84.30
2022-10-13 23:00:00,1474.3,2103,48.13,39.34,-628.70
2022-10-14 00:00:00,1740.4,1442.3,35.50,0.12,298.10
2022-10-14 01:00:00,1751.3,956.5,30.95,-1.74,794.80
2022-10-14 02:00:00,1628.6,784.9,42.62,6.07,843.70
2022-10-14 03:00:00,1506.6,598.7,29.85,-15.28,907.90
2022-10-14 04:00:00,1501,620.7,29.97,-15.52,880.30
2022-10-14 05:00:00,1525.1,858,27.04,-14.29,667.10
2022-10-14 06:00:00,1703.8,1690.2,17.95,-8.33,13.60
2022-10-14 07:00:00,2691.2,2233,5.46,-9.89,458.20
2022-10-14 08:00:00,3201.8,2807.7,10.06,-9.96,394.10
2022-10-14 09:00:00,3753.3,2732,18.44,-7.62,1021.30
2022-10-14 10:00:00,4419.7,2280.6,22.70,-8.93,2139.10
2022-10-14 11:00:00,4889,2044,23.87,-8.69,2845.00
2022-10-14 12:00:00,5073.1,1880,25.40,-10.93,3193.10
2022-10-14 13:00:00,4707.2,1703.4,25.91,-10.52,3003.80
2022-10-14 14:00:00,4282.7,1674.6,26.89,-10.03,2608.10
2022-10-14 15:00:00,3703.8,1654.4,29.38,-8.64,2049.40
2022-10-14 16:00:00,3346.5,2180.3,19.91,-8.85,1166.20
2022-10-14 17:00:00,3036.5,2335.6,14.96,-4.57,700.90
